order_id,order_date,customer_id,product_name,product_category,product_price,items_count,total_amount
344-37-9544,2023-08-03,148701,Amazon Echo Dot (4th Gen),Electronics,49.99,10,499.9
263-11-8470,2020-09-02,175627,Instant Pot Duo 7-in-1,Home Appliances,89.0,8,712.0
330-56-2756,2021-04-07,130712,Samsung Galaxy Tab S7,Electronics,649.99,7,4549.93
637-95-5254,2023-07-09,51513,Nikon D3500 DSLR Camera,Electronics,449.99,7,3149.93
291-07-0578,2020-03-25,73500,Les Misérables,Books,27.99,1,27.99
007-57-9405,2020-06-10,155716,War and Peace,Books,24.99,7,174.93
795-37-5795,2021-01-24,65563,Ray-Ban Aviator Sunglasses,Clothes,150.0,2,300.0
485-92-4230,2022-01-05,79661,Bose SoundSport Free Earbuds,Electronics,199.99,2,399.98
259-61-0209,2021-01-17,40123,Logitech MX Master 3 Mouse,Electronics,99.99,9,899.91
033-25-7445,2021-09-24,26038,Pineapple,Fruits,3.99,8,31.92
302-81-2248,2021-03-19,101206,Mozzarella Cheese,Dairy,8.99,10,89.9
150-73-7648,2022-02-02,167096,Instant Pot Duo 7-in-1,Home Appliances,89.0,5,445.0
208-06-0067,2020-07-02,148823,Ralph Lauren Sweater,Clothes,85.0,3,255.0
221-36-3432,2023-09-25,76830,Apple iPhone 13,Electronics,799.0,10,7990.0
851-02-2429,2020-11-13,158755,Crime and Punishment,Books,18.99,10,189.9
632-88-2432,2022-01-06,70726,Banana Bread,Bakery,4.99,3,14.97
055-42-5942,2022-09-24,188550,Anker PowerCore Portable Charger,Electronics,39.99,10,399.9
025-35-8168,2023-12-28,195322,Banana Bread,Bakery,4.99,7,34.93
796-54-7202,2022-11-11,151625,Corsair K95 RGB Platinum Keyboard,Electronics,129.99,7,909.93
144-21-5608,2022-07-20,138687,The Brothers Karamazov,Books,20.99,9,188.91
247-96-1956,2020-03-17,188217,Lettuce,Vegetables,1.49,1,1.49
627-37-1246,2021-07-25,43475,Harry Potter and the Sorcerer's Stone,Books,29.99,2,59.98
120-69-3643,2021-10-10,42125,Sourdough Bread,Bakery,4.99,6,29.94
062-27-4242,2020-10-28,59566,The Brothers Karamazov,Books,20.99,8,167.92
336-48-6680,2022-05-31,195481,Sony 4K Ultra HD Blu-ray Player,Electronics,249.99,6,1499.94
336-25-0125,2020-10-03,153307,Banana,Fruits,0.59,3,1.77
777-94-3500,2021-02-03,157998,HyperX Cloud II Headset,Electronics,189.99,10,1899.9
786-62-9953,2022-11-03,42387,Potato,Vegetables,0.99,2,1.98
319-37-0821,2024-03-23,33721,Peach,Fruits,2.99,6,17.94
879-69-2873,2023-01-19,21364,Gucci Belt,Clothes,200.0,2,400.0
670-77-1488,2020-03-13,110674,Amazon Echo Dot (4th Gen),Electronics,49.99,9,449.91
087-03-7267,2022-09-25,7280,SanDisk Extreme Portable SSD,Electronics,159.99,3,479.97
465-14-3212,2021-07-26,18648,Cheddar Cheese,Dairy,7.99,1,7.99
336-04-9247,2021-04-18,81406,Apple MacBook Pro 16,Electronics,2399.0,6,14394.0
237-02-3516,2020-08-29,83609,Sour Cream,Dairy,2.99,4,11.96
537-23-9186,2023-09-12,166507,The Alchemist,Books,15.99,10,159.9
488-43-2247,2023-12-26,9753,KitchenAid Stand Mixer,Home Appliances,299.99,8,2399.92
649-54-4042,2022-02-20,118823,Ralph Lauren Sweater,Clothes,85.0,7,595.0
732-87-9003,2023-08-09,140325,Puma Running Shoes,Clothes,100.0,7,700.0
777-67-4957,2021-05-27,79558,War and Peace,Books,24.99,5,124.95
061-70-0580,2022-06-10,193211,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,9,1529.91
623-09-1157,2020-04-13,183835,Les Misérables,Books,27.99,2,55.98
842-32-5974,2021-07-20,79858,SanDisk Extreme Portable SSD,Electronics,159.99,5,799.95
863-76-7518,2020-04-14,71653,Cheddar Cheese,Dairy,7.99,9,71.91
156-47-7194,2023-06-03,135541,Pepper,Vegetables,1.99,5,9.95
066-26-9314,2024-03-11,31767,Muffin,Bakery,2.99,5,14.95
631-16-6146,2021-12-17,114135,Puma Running Shoes,Clothes,100.0,9,900.0
286-30-5256,2020-10-19,16757,Prada Sunglasses,Clothes,250.0,3,750.0
329-52-2192,2022-05-04,10476,Whole Wheat Bread,Bakery,3.99,9,35.91
347-36-1222,2020-11-21,192739,Peach,Fruits,2.99,7,20.93
324-85-8321,2023-01-25,107937,War and Peace,Books,24.99,2,49.98
620-14-1606,2020-01-16,53552,Tomato,Vegetables,1.99,8,15.92
698-34-9610,2021-05-12,54205,Pepper,Vegetables,1.99,7,13.93
286-57-1745,2024-06-11,122635,SteelSeries Arctis 7 Headset,Electronics,249.99,9,2249.91
440-61-2820,2021-04-30,159210,Google Nest Hub,Electronics,89.99,8,719.92
054-50-8285,2020-03-24,91854,Bose SoundSport Free Earbuds,Electronics,199.99,6,1199.94
507-98-6062,2023-01-31,22795,Samsung Galaxy Tab S7,Electronics,649.99,9,5849.91
150-65-6229,2023-05-05,20289,Hamilton Beach Juicer,Home Appliances,99.99,7,699.93
583-53-8354,2020-04-09,191153,Sony PlayStation 5,Electronics,499.99,9,4499.91
146-45-8888,2024-07-28,155349,Prada Sunglasses,Clothes,250.0,2,500.0
772-10-7053,2021-08-07,9098,Nespresso VertuoPlus,Home Appliances,189.99,9,1709.91
009-89-0939,2022-09-25,138655,Corsair K95 RGB Platinum Keyboard,Electronics,129.99,7,909.93
461-04-2565,2023-08-14,9542,Adidas Originals Hoodie,Clothes,90.0,2,180.0
707-63-7999,2023-10-01,140641,Whole Wheat Bread,Bakery,3.99,9,35.91
048-61-3890,2021-09-21,181787,The Divine Comedy,Books,30.99,5,154.95
834-93-8058,2024-01-20,134303,The North Face Jacket,Clothes,120.0,3,360.0
864-71-7218,2023-02-06,122976,Netgear Nighthawk Pro Gaming Router,Electronics,129.99,2,259.98
467-49-6946,2021-12-07,169417,Hamilton Beach Juicer,Home Appliances,99.99,1,99.99
507-54-3057,2021-03-03,14844,Corsair K95 RGB Platinum Keyboard,Electronics,129.99,7,909.93
746-66-1682,2021-10-24,19592,Sony WF-1000XM4 Earbuds,Electronics,279.99,5,1399.95
792-87-4658,2022-03-25,171086,Dyson V11 Cordless Vacuum,Home Appliances,599.99,1,599.99
104-09-2380,2021-10-08,117586,Canon EOS Rebel T7,Electronics,479.99,8,3839.92
427-29-7566,2020-03-03,130522,Mozzarella Cheese,Dairy,8.99,10,89.9
199-22-7935,2022-01-05,63448,Armani Exchange Watch,Clothes,300.0,2,600.0
303-35-6728,2020-05-19,167248,Under Armour T-Shirt,Clothes,25.0,4,100.0
694-61-0167,2023-12-13,149074,WD My Passport External Hard Drive,Electronics,449.99,4,1799.96
535-01-5089,2021-04-13,170452,To Kill a Mockingbird,Books,14.99,4,59.96
734-73-7438,2022-06-06,188266,HyperX Cloud II Headset,Electronics,189.99,7,1329.93
304-82-9517,2024-03-08,79434,The North Face Jacket,Clothes,120.0,5,600.0
044-72-6410,2021-05-24,165483,The Lord of the Rings,Books,25.99,4,103.96
815-69-6664,2024-07-29,117557,1984 by George Orwell,Books,9.99,10,99.9
431-74-6489,2020-12-26,82335,TP-Link Archer AX6000 Router,Electronics,249.99,10,2499.9
893-46-7688,2023-01-19,57543,Ralph Lauren Sweater,Clothes,85.0,7,595.0
819-74-7246,2020-08-20,86052,Ray-Ban Aviator Sunglasses,Clothes,150.0,3,450.0
376-04-7313,2020-10-18,179172,Corsair K95 RGB Platinum Keyboard,Electronics,129.99,10,1299.9
789-85-7184,2023-07-04,196584,Carrot,Vegetables,0.79,3,2.37
138-23-9849,2023-11-11,82447,Spinach,Vegetables,2.49,10,24.9
734-82-6443,2023-11-04,84299,AMD Ryzen 9 5900X Processor,Electronics,179.99,7,1259.93
558-63-5382,2020-06-04,148139,Wuthering Heights,Books,13.99,7,97.93
033-68-4230,2023-06-17,96684,Nike Sportswear Tech Fleece,Clothes,130.0,8,1040.0
194-85-5882,2021-05-06,55705,Chocolate Chip Cookies,Bakery,2.99,10,29.9
873-35-9462,2022-01-15,37280,G.Skill Trident Z RGB RAM,Electronics,649.0,2,1298.0
831-70-2845,2024-07-27,167936,Mango,Fruits,2.49,4,9.96
850-58-1636,2020-05-30,138785,Cheddar Cheese,Dairy,7.99,8,63.92
683-76-2742,2020-05-04,75869,Muffin,Bakery,2.99,4,11.96
718-28-2590,2023-05-27,132367,Apple iPhone 13,Electronics,799.0,7,5593.0
015-34-7570,2021-01-11,81700,Anna Karenina,Books,22.99,6,137.94
165-11-1328,2020-08-01,48071,Dell XPS 13 Laptop,Electronics,1249.99,1,1249.99
151-62-5713,2024-03-06,131660,TP-Link Archer AX6000 Router,Electronics,249.99,9,2249.91
338-90-7953,2023-01-05,45825,WD My Passport External Hard Drive,Electronics,449.99,2,899.98
615-35-1802,2020-09-20,57939,The Great Gatsby,Books,10.99,9,98.91
753-49-9675,2023-12-13,151484,Sony WH-1000XM4 Headphones,Electronics,349.99,7,2449.93
128-30-7362,2023-09-20,87536,Adidas Originals Hoodie,Clothes,90.0,9,810.0
190-88-5543,2023-12-13,164325,Garlic,Vegetables,0.69,7,4.83
887-31-7103,2021-07-03,66517,Peach,Fruits,2.99,7,20.93
605-82-1407,2022-11-21,114499,Logitech G502 HERO Mouse,Electronics,229.99,4,919.96
630-57-1301,2020-08-03,189020,The Great Gatsby,Books,10.99,9,98.91
285-24-9750,2021-12-01,8067,Wuthering Heights,Books,13.99,4,55.96
826-30-7752,2021-04-29,81653,Cream Cheese,Dairy,3.49,4,13.96
584-82-7890,2024-05-22,99377,Levi's 501 Original Jeans,Clothes,60.0,2,120.0
070-34-1793,2023-08-14,17434,Adidas Originals Hoodie,Clothes,90.0,10,900.0
307-62-9897,2020-03-30,136380,Apple Pie,Bakery,7.99,5,39.95
438-18-8284,2021-03-15,187545,Roomba i7+ Robot Vacuum,Home Appliances,799.99,2,1599.98
729-55-9677,2023-05-21,59084,Columbia Hiking Boots,Clothes,160.0,1,160.0
091-47-3286,2023-06-06,118908,Garlic,Vegetables,0.69,1,0.69
070-72-3975,2020-02-05,114792,Noctua NH-D15 CPU Cooler,Electronics,99.99,10,999.9
511-02-1836,2022-03-05,128247,Noctua NH-D15 CPU Cooler,Electronics,99.99,1,99.99
719-93-2148,2022-06-01,19820,Gucci Belt,Clothes,200.0,8,1600.0
394-65-9717,2022-05-25,97093,Wuthering Heights,Books,13.99,4,55.96
426-42-7815,2021-08-20,45598,Apple Pie,Bakery,7.99,1,7.99
668-70-4806,2021-07-05,38776,Moby Dick,Books,17.99,2,35.98
846-95-2385,2021-12-07,86482,Corsair Vengeance LPX RAM,Electronics,699.0,10,6990.0
523-89-4564,2023-08-16,127040,Banana Bread,Bakery,4.99,8,39.92
022-59-0270,2020-02-25,90123,LG 27GL850-B Monitor,Electronics,89.99,10,899.9
646-88-9411,2020-05-02,109744,Intel Core i9-10900K Processor,Electronics,349.99,9,3149.91
112-34-4054,2023-06-18,50577,Nike Sportswear Tech Fleece,Clothes,130.0,8,1040.0
023-92-4116,2023-10-16,123978,The Alchemist,Books,15.99,2,31.98
821-03-3049,2021-12-29,69477,Keurig K-Elite Coffee Maker,Home Appliances,159.99,3,479.97
148-66-4647,2020-10-06,148709,1984 by George Orwell,Books,9.99,2,19.98
672-94-6847,2020-04-25,38903,Ralph Lauren Sweater,Clothes,85.0,2,170.0
341-77-3426,2023-01-20,8916,Lettuce,Vegetables,1.49,5,7.45
137-56-8549,2021-11-30,88845,Anna Karenina,Books,22.99,6,137.94
283-06-6518,2023-01-31,103669,Anker PowerCore Portable Charger,Electronics,39.99,3,119.97
651-54-3521,2022-05-12,68538,Half & Half,Dairy,3.79,5,18.95
015-38-5753,2024-07-11,19077,Chocolate Chip Cookies,Bakery,2.99,2,5.98
188-25-7943,2024-07-19,125195,Dyson V11 Cordless Vacuum,Home Appliances,599.99,9,5399.91
856-40-5989,2024-05-30,155651,Muffin,Bakery,2.99,10,29.9
217-93-5418,2020-12-10,154591,Sour Cream,Dairy,2.99,5,14.95
737-34-0834,2024-06-22,43475,Apple iPad Pro 12.9",Electronics,999.0,4,3996.0
061-51-3676,2021-07-30,175259,Tommy Hilfiger Polo Shirt,Clothes,50.0,10,500.0
777-60-8341,2023-03-01,87600,Armani Exchange Watch,Clothes,300.0,4,1200.0
417-95-9219,2023-03-20,100463,Mozzarella Cheese,Dairy,8.99,8,71.92
642-92-4842,2023-12-09,79014,Samsung Galaxy S21,Electronics,999.99,7,6999.93
783-95-7390,2021-05-21,29852,Tommy Hilfiger Polo Shirt,Clothes,50.0,1,50.0
465-67-8070,2023-09-24,135552,The Iliad,Books,15.99,4,63.96
745-19-9504,2021-10-14,177647,Logitech MX Master 3 Mouse,Electronics,99.99,6,599.94
437-86-2839,2023-11-10,72498,Crime and Punishment,Books,18.99,6,113.94
834-61-8457,2023-04-17,125656,Patagonia Fleece Jacket,Clothes,140.0,7,980.0
336-09-3871,2022-09-06,61984,Netgear Nighthawk Pro Gaming Router,Electronics,129.99,4,519.96
122-52-9780,2024-01-02,158350,Anna Karenina,Books,22.99,7,160.93
497-57-7201,2021-12-06,155314,Harry Potter and the Sorcerer's Stone,Books,29.99,9,269.91
046-55-4603,2023-04-09,7835,Apple AirPods Pro,Electronics,249.99,9,2249.91
696-12-8054,2020-04-08,7000,KitchenAid Stand Mixer,Home Appliances,299.99,8,2399.92
771-36-6970,2024-07-29,148107,Apple Watch Series 7,Electronics,399.0,5,1995.0
077-20-8039,2020-02-14,134719,The Catcher in the Rye,Books,12.99,6,77.94
311-60-6079,2022-04-21,17519,Microsoft Xbox Series X,Electronics,499.99,1,499.99
715-57-2905,2022-02-25,110657,Netgear Nighthawk Pro Gaming Router,Electronics,129.99,2,259.98
370-45-9676,2020-06-06,179317,Mango,Fruits,2.49,10,24.9
327-41-0895,2020-08-20,93963,Whole Wheat Bread,Bakery,3.99,2,7.98
061-07-7625,2024-04-03,24243,Puma Running Shoes,Clothes,100.0,4,400.0
620-22-0498,2021-06-28,29921,Strawberry,Fruits,2.99,5,14.95
100-85-7274,2023-11-23,50741,Canon EOS Rebel T7,Electronics,479.99,5,2399.95
395-92-2744,2022-08-12,73952,Seagate Backup Plus Slim,Electronics,199.99,5,999.95
809-88-5761,2024-07-18,137120,Gucci Belt,Clothes,200.0,3,600.0
492-91-8219,2020-07-03,108496,Mango,Fruits,2.49,2,4.98
684-48-7736,2022-01-03,102244,Fitbit Charge 5,Electronics,129.95,9,1169.55
406-08-9468,2022-12-20,197851,Sony 4K Ultra HD Blu-ray Player,Electronics,249.99,7,1749.93
226-48-9095,2021-09-19,156728,Cucumber,Vegetables,0.99,3,2.97
216-94-3198,2021-12-08,19299,Razer BlackWidow Elite Keyboard,Electronics,299.99,3,899.97
592-45-4353,2023-01-12,63795,Bose SoundSport Free Earbuds,Electronics,199.99,9,1799.91
022-23-8900,2022-05-13,114866,Watermelon,Fruits,4.99,4,19.96
358-19-3188,2021-11-02,111050,AMD Ryzen 9 5900X Processor,Electronics,179.99,6,1079.94
172-72-5861,2024-05-19,155569,Armani Exchange Watch,Clothes,300.0,2,600.0
649-57-2658,2023-01-28,144958,Amazon Echo Dot (4th Gen),Electronics,49.99,1,49.99
820-48-1463,2020-06-01,34043,AMD Radeon RX 6800 XT,Electronics,159.99,2,319.98
463-68-4826,2023-06-21,77888,Dyson V11 Cordless Vacuum,Home Appliances,599.99,1,599.99
320-89-5804,2022-01-04,138831,Mango,Fruits,2.49,4,9.96
154-60-8487,2023-05-18,137586,Logitech G502 HERO Mouse,Electronics,229.99,6,1379.94
478-66-1580,2020-05-19,28096,HyperX Cloud II Headset,Electronics,189.99,4,759.96
304-90-7239,2021-12-02,63471,Versace Perfume,Clothes,90.0,9,810.0
041-47-5964,2023-06-04,74942,Chocolate Chip Cookies,Bakery,2.99,2,5.98
265-20-1476,2023-11-21,60628,WD My Passport External Hard Drive,Electronics,449.99,8,3599.92
566-32-6176,2020-10-16,22150,Apple Watch Series 7,Electronics,399.0,2,798.0
803-33-2802,2023-08-06,109144,Apple AirPods Pro,Electronics,249.99,4,999.96
750-98-8051,2024-01-07,136997,The Brothers Karamazov,Books,20.99,6,125.94
603-89-6487,2024-02-13,139431,Logitech G502 HERO Mouse,Electronics,229.99,3,689.97
038-94-4772,2022-11-20,21438,Prada Sunglasses,Clothes,250.0,7,1750.0
684-50-6961,2021-01-23,177975,NZXT H510 Elite Case,Electronics,199.99,3,599.97
726-09-9621,2024-04-02,69600,The Lord of the Rings,Books,25.99,3,77.97
136-78-3607,2022-11-07,129452,Muffin,Bakery,2.99,1,2.99
303-23-7609,2021-09-06,110095,Nespresso VertuoPlus,Home Appliances,189.99,3,569.97
511-79-4618,2023-04-24,62417,Banana Bread,Bakery,4.99,2,9.98
050-44-6255,2024-05-27,193810,Nikon D3500 DSLR Camera,Electronics,449.99,2,899.98
195-16-6726,2023-06-05,165662,Logitech G502 HERO Mouse,Electronics,229.99,1,229.99
004-49-7459,2021-03-09,40602,Prada Sunglasses,Clothes,250.0,2,500.0
276-45-2776,2021-01-14,127277,Whole Wheat Bread,Bakery,3.99,4,15.96
289-74-5760,2021-08-02,174015,Half & Half,Dairy,3.79,1,3.79
663-46-8567,2023-01-12,98542,SanDisk Extreme Portable SSD,Electronics,159.99,2,319.98
764-01-3363,2021-11-01,164056,Intel Core i9-10900K Processor,Electronics,349.99,5,1749.95
346-01-4986,2020-09-01,46253,AMD Ryzen 9 5900X Processor,Electronics,179.99,9,1619.91
354-16-3222,2023-01-13,110420,Les Misérables,Books,27.99,5,139.95
273-01-8775,2021-11-20,47128,Adidas Ultraboost,Clothes,180.0,2,360.0
387-73-3497,2020-05-08,11061,Sennheiser Momentum True Wireless 2,Electronics,299.99,9,2699.91
808-48-8686,2021-02-01,11149,Amazon Echo Dot (4th Gen),Electronics,49.99,6,299.94
398-57-8864,2020-02-23,138436,Intel Core i9-10900K Processor,Electronics,349.99,5,1749.95
529-85-8300,2021-01-31,120122,Whole Wheat Bread,Bakery,3.99,9,35.91
265-62-9736,2023-07-08,125470,Onion,Vegetables,0.89,6,5.34
173-56-6454,2022-04-24,179376,AMD Radeon RX 6800 XT,Electronics,159.99,5,799.95
005-08-2137,2022-08-09,57444,SteelSeries Arctis 7 Headset,Electronics,249.99,1,249.99
082-85-0242,2022-11-08,123870,Instant Pot Duo 7-in-1,Home Appliances,89.0,6,534.0
094-84-8880,2022-03-29,41503,Anker Soundcore Liberty Air 2 Pro,Electronics,129.99,3,389.97
308-12-7662,2022-10-31,32208,Nike Air Max 270,Clothes,150.0,3,450.0
862-40-2093,2024-05-23,23126,The Lord of the Rings,Books,25.99,4,103.96
152-39-3430,2022-04-10,132580,Bose SoundSport Free Earbuds,Electronics,199.99,1,199.99
540-58-6961,2022-05-10,69544,Versace Perfume,Clothes,90.0,4,360.0
509-63-9840,2021-11-18,68156,Bose QuietComfort 35 II,Electronics,299.0,5,1495.0
156-61-4948,2020-03-21,64045,Jane Eyre,Books,14.99,5,74.95
764-92-7093,2024-07-24,114726,Cottage Cheese,Dairy,5.99,1,5.99
634-14-8961,2023-07-17,37290,Burberry Scarf,Clothes,120.0,4,480.0
576-61-3987,2022-03-11,103319,Harry Potter and the Sorcerer's Stone,Books,29.99,2,59.98
818-65-7550,2022-05-21,92225,Razer BlackWidow Elite Keyboard,Electronics,299.99,6,1799.94
648-48-9738,2020-12-30,188608,Mango,Fruits,2.49,3,7.47
625-73-2372,2022-04-22,39076,Samsung T7 Portable SSD,Electronics,79.99,10,799.9
794-95-9064,2021-05-12,146367,Armani Exchange Watch,Clothes,300.0,5,1500.0
834-31-8153,2022-03-10,88923,Corsair Hydro Series H100i,Electronics,129.99,3,389.97
876-45-2328,2022-01-01,71974,Muffin,Bakery,2.99,4,11.96
630-03-7644,2020-01-12,73063,Blueberry Scone,Bakery,3.49,9,31.41
572-29-7343,2020-05-21,109950,Sour Cream,Dairy,2.99,5,14.95
653-39-2220,2022-10-30,59040,Nespresso VertuoPlus,Home Appliances,189.99,8,1519.92
563-53-1089,2022-10-27,135830,Pride and Prejudice,Books,7.99,9,71.91
520-92-7987,2024-06-11,151088,Corsair Hydro Series H100i,Electronics,129.99,2,259.98
188-91-7300,2023-03-21,53158,Logitech G502 HERO Mouse,Electronics,229.99,1,229.99
687-17-9623,2021-10-07,56869,SteelSeries Arctis 7 Headset,Electronics,249.99,2,499.98
139-22-9938,2021-02-26,187218,AMD Radeon RX 6800 XT,Electronics,159.99,10,1599.9
284-17-2901,2021-06-23,26947,Mango,Fruits,2.49,6,14.94
045-68-6791,2022-09-06,27920,Adidas Ultraboost,Clothes,180.0,9,1620.0
111-61-0201,2021-02-26,85333,Apple Pie,Bakery,7.99,1,7.99
794-27-6492,2023-12-22,170346,MSI MAG B550 TOMAHAWK Motherboard,Electronics,89.99,4,359.96
189-43-6546,2020-12-13,14718,Jane Eyre,Books,14.99,9,134.91
056-99-1916,2020-05-22,175242,Levi's 501 Original Jeans,Clothes,60.0,3,180.0
131-60-0555,2023-12-23,106517,Potato,Vegetables,0.99,9,8.91
266-87-4973,2023-07-24,194825,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,7,1189.93
711-70-5479,2020-10-27,172826,The Catcher in the Rye,Books,12.99,5,64.95
853-71-5746,2021-10-27,47132,Apple,Fruits,0.99,6,5.94
263-56-9431,2021-02-13,98004,Les Misérables,Books,27.99,2,55.98
594-60-0608,2020-01-25,123845,War and Peace,Books,24.99,7,174.93
447-49-5161,2023-10-06,75973,War and Peace,Books,24.99,1,24.99
351-73-8654,2021-10-06,93743,Fractal Design Meshify C,Electronics,69.99,8,559.92
250-74-8633,2022-04-16,39214,Samsung 65 4K UHD TV,Electronics,799.99,5,3999.95
875-69-2381,2021-06-17,20894,Jabra Elite 85t Earbuds,Electronics,229.99,4,919.96
568-55-8370,2020-12-18,90249,Croissant,Bakery,2.49,7,17.43
458-51-1325,2022-03-21,5851,Banana,Fruits,0.59,9,5.31
644-13-0721,2023-05-18,76576,BenQ ZOWIE XL2411P Monitor,Electronics,159.99,10,1599.9
496-83-4297,2021-11-02,1186,Levi's 501 Original Jeans,Clothes,60.0,9,540.0
451-80-4842,2022-09-30,101075,The Alchemist,Books,15.99,9,143.91
880-16-4618,2020-08-16,28932,Razer DeathAdder V2 Mouse,Electronics,199.99,4,799.96
794-95-7196,2021-07-26,106159,SanDisk Extreme Portable SSD,Electronics,159.99,6,959.94
057-27-6092,2020-07-06,63849,Blueberry Scone,Bakery,3.49,5,17.45
172-31-1369,2020-08-28,197422,The North Face Jacket,Clothes,120.0,7,840.0
837-62-5511,2020-03-21,194578,Prada Sunglasses,Clothes,250.0,3,750.0
397-16-5138,2023-07-04,99478,Sour Cream,Dairy,2.99,3,8.97
407-81-7815,2024-02-17,191394,The Great Gatsby,Books,10.99,3,32.97
265-59-1495,2022-12-04,67705,Cheddar Cheese,Dairy,7.99,7,55.93
110-86-1285,2021-11-12,157024,Adidas Originals Hoodie,Clothes,90.0,2,180.0
045-84-7011,2021-06-27,27374,Blueberry,Fruits,3.99,1,3.99
843-30-9638,2022-09-07,10601,Netgear Nighthawk Pro Gaming Router,Electronics,129.99,3,389.97
185-61-4066,2023-07-22,8145,Fractal Design Meshify C,Electronics,69.99,5,349.95
859-48-8569,2023-02-07,54296,Sony 4K Ultra HD Blu-ray Player,Electronics,249.99,3,749.97
292-14-5767,2020-11-30,192842,NZXT H510 Elite Case,Electronics,199.99,10,1999.9
862-49-5938,2020-12-10,199980,Armani Exchange Watch,Clothes,300.0,3,900.0
259-45-4186,2023-02-25,29058,Nike Air Max 270,Clothes,150.0,1,150.0
895-74-1228,2022-07-23,67112,Hermès Silk Tie,Clothes,220.0,6,1320.0
402-04-7683,2022-10-17,106676,Razer BlackWidow Elite Keyboard,Electronics,299.99,10,2999.9
172-50-3106,2022-03-13,16471,Les Misérables,Books,27.99,6,167.94
201-26-2483,2024-03-06,13610,Organic Whole Milk,Dairy,4.99,2,9.98
754-52-8649,2022-09-16,48168,Peach,Fruits,2.99,10,29.9
802-65-7735,2024-02-17,139170,Pineapple,Fruits,3.99,5,19.95
835-96-8261,2024-06-07,92945,Samsung Galaxy Tab S7,Electronics,649.99,6,3899.94
776-30-4842,2021-06-10,87857,Apple MacBook Pro 16,Electronics,2399.0,7,16793.0
023-25-0701,2021-07-14,103880,SanDisk Extreme Portable SSD,Electronics,159.99,8,1279.92
153-09-1202,2022-11-07,59806,Chocolate Chip Cookies,Bakery,2.99,5,14.95
363-82-8353,2022-03-25,87236,Seagate Backup Plus Slim,Electronics,199.99,6,1199.94
009-52-3420,2023-03-16,154002,The North Face Jacket,Clothes,120.0,9,1080.0
739-11-1942,2023-08-25,86907,Sennheiser Momentum True Wireless 2,Electronics,299.99,5,1499.95
845-41-1498,2022-03-05,126351,Prada Sunglasses,Clothes,250.0,2,500.0
116-74-4642,2020-06-17,173820,Anker Soundcore Liberty Air 2 Pro,Electronics,129.99,2,259.98
162-14-5620,2023-09-24,28114,Apple AirPods Pro,Electronics,249.99,1,249.99
517-85-9382,2023-09-11,180104,Samsung T7 Portable SSD,Electronics,79.99,3,239.97
487-72-9763,2022-09-15,193448,Grapes,Fruits,2.49,2,4.98
188-95-2893,2023-11-11,9988,Mango,Fruits,2.49,3,7.47
596-47-2877,2020-05-31,193429,Apple AirPods Pro,Electronics,249.99,5,1249.95
138-03-1260,2024-06-19,50274,Strawberry,Fruits,2.99,6,17.94
357-14-9993,2020-01-18,8301,Cream Cheese,Dairy,3.49,2,6.98
731-54-3131,2021-12-25,117823,Fractal Design Meshify C,Electronics,69.99,8,559.92
527-21-6551,2021-07-20,42992,Pride and Prejudice,Books,7.99,8,63.92
175-62-5835,2024-04-07,117285,The Catcher in the Rye,Books,12.99,8,103.92
890-51-1239,2022-04-15,146691,Versace Perfume,Clothes,90.0,4,360.0
249-72-3959,2020-01-11,83612,Garlic,Vegetables,0.69,1,0.69
756-84-0486,2024-02-19,177015,Banana,Fruits,0.59,3,1.77
158-42-0165,2022-06-30,195364,TP-Link Archer AX6000 Router,Electronics,249.99,4,999.96
261-46-3888,2024-05-31,23162,Apple AirPods Pro,Electronics,249.99,1,249.99
502-35-2569,2020-04-22,172938,Moby Dick,Books,17.99,7,125.93
774-04-6605,2022-11-12,87681,G.Skill Trident Z RGB RAM,Electronics,649.0,2,1298.0
829-91-7433,2021-06-17,32214,Greek Yogurt,Dairy,6.99,6,41.94
013-79-4199,2022-09-20,169276,Nike Air Max 270,Clothes,150.0,9,1350.0
250-93-3264,2022-04-30,171117,The Lord of the Rings,Books,25.99,9,233.91
205-45-1450,2024-04-04,111630,Kingston A2000 NVMe SSD,Electronics,85.99,1,85.99
271-33-4844,2021-03-23,9514,Versace Perfume,Clothes,90.0,4,360.0
638-83-7818,2022-05-17,76869,Sour Cream,Dairy,2.99,3,8.97
451-09-6273,2020-08-02,154417,MSI MAG B550 TOMAHAWK Motherboard,Electronics,89.99,5,449.95
847-11-9953,2024-04-05,156822,Bose QuietComfort 35 II,Electronics,299.0,5,1495.0
861-90-0956,2022-07-08,107476,Dell XPS 13 Laptop,Electronics,1249.99,10,12499.9
877-50-2660,2020-11-25,85984,Gucci Belt,Clothes,200.0,7,1400.0
098-96-9411,2022-06-02,124580,Samsung 65 4K UHD TV,Electronics,799.99,2,1599.98
806-46-0078,2023-01-11,87027,Instant Pot Duo 7-in-1,Home Appliances,89.0,10,890.0
115-55-7957,2023-11-24,46888,Ray-Ban Aviator Sunglasses,Clothes,150.0,8,1200.0
415-67-8078,2022-09-08,77820,Amazon Echo Dot (4th Gen),Electronics,49.99,2,99.98
008-57-5568,2020-03-12,69638,Sour Cream,Dairy,2.99,10,29.9
